index,price
3629.0,623616.0
3630.0,584832.0
3631.0,664384.0
3632.0,1078784.0
3639.0,1061632.0
3648.0,1432320.0
3659.0,623616.0
3660.0,681472.0
3661.0,651520.0
3663.0,1107072.0
3683.0,1106688.0
3684.0,1106688.0
3696.0,397056.0
3699.0,323456.0
3705.0,606464.0
3725.0,953088.0
3742.0,165120.0
3744.0,2183680.0
3775.0,180736.0
3781.0,1061632.0
3791.0,673664.0
3838.0,532864.0
3843.0,349824.0
3852.0,1128832.0
3864.0,1355136.0
3873.0,240512.0
3898.0,1040000.0
3911.0,673664.0
3921.0,435840.0
3944.0,606464.0
3948.0,1810688.0
3965.0,168576.0
3968.0,1061632.0
3976.0,347392.0
3984.0,382592.0
3991.0,584960.0
3994.0,1078784.0
3997.0,485888.0
4002.0,1810688.0
4017.0,400640.0
4039.0,1165824.0
4086.0,307584.0
4088.0,375424.0
4089.0,623616.0
4110.0,1193216.0
4129.0,370944.0
4136.0,1106688.0
4139.0,450688.0
4185.0,1062656.0
4188.0,1147776.0
4237.0,370944.0
4242.0,606464.0
4244.0,1377280.0
4250.0,352896.0
4257.0,1106688.0
4283.0,212608.0
4284.0,1040000.0
4288.0,1900288.0
4302.0,584832.0
4313.0,1565952.0
4354.0,1106688.0
4360.0,416000.0
4373.0,588416.0
4385.0,1106688.0
4391.0,606464.0
4396.0,195456.0
4401.0,623616.0
4405.0,2036608.0
4410.0,1106688.0
4424.0,352896.0
4442.0,211200.0
4444.0,1078784.0
4461.0,606464.0
4502.0,1106688.0
4512.0,1553024.0
4513.0,1609984.0
4514.0,673664.0
4526.0,1061248.0
4533.0,557248.0
4536.0,1061632.0
4543.0,588416.0
4556.0,240512.0
4574.0,588416.0
4575.0,586112.0
4580.0,578688.0
4584.0,868992.0
4609.0,1867776.0
4635.0,818944.0
4639.0,1061632.0
4657.0,212608.0
4661.0,667136.0
4671.0,1106688.0
4675.0,475136.0
4687.0,488576.0
4696.0,416000.0
4708.0,1205056.0
4721.0,607936.0
4725.0,696960.0
4733.0,240512.0
4755.0,173824.0
4775.0,387328.0
4783.0,588416.0
4784.0,486400.0
4799.0,651520.0
4803.0,404480.0
4808.0,1210880.0
4815.0,432384.0
4818.0,651520.0
4823.0,344448.0
4824.0,352896.0
4880.0,312512.0
4888.0,418816.0
4891.0,1210880.0
4892.0,513792.0
4914.0,586112.0
4922.0,588416.0
4943.0,352896.0
4949.0,581632.0
4953.0,489600.0
4971.0,486400.0
4974.0,718080.0
4976.0,240512.0
4977.0,369280.0
4978.0,1138048.0
4988.0,195456.0
5032.0,1061632.0
5037.0,419200.0
5045.0,1882752.0
5071.0,416000.0
5083.0,1914880.0
5085.0,388096.0
5088.0,537984.0
5112.0,1281664.0
5119.0,2243328.0
5135.0,1178752.0
5137.0,1182976.0
5149.0,602624.0
5178.0,240512.0
5190.0,1277440.0
5198.0,588416.0
5205.0,404480.0
5206.0,578688.0
5221.0,1355136.0
5241.0,1106688.0
5247.0,586112.0
5264.0,651520.0
5271.0,194048.0
5276.0,586112.0
5278.0,1209600.0
5302.0,1106688.0
5328.0,588416.0
5340.0,1033856.0
5342.0,1078784.0
5344.0,1106688.0
5355.0,633984.0
5357.0,586112.0
5393.0,1128832.0
5401.0,588416.0
5416.0,474880.0
5421.0,432384.0
5433.0,173824.0
5434.0,611072.0
5462.0,349312.0
5472.0,2037248.0
5497.0,378048.0
5503.0,464256.0
5526.0,167680.0
5549.0,322880.0
5559.0,1252992.0
5561.0,321664.0
5584.0,586112.0
5594.0,239104.0
5597.0,1106688.0
5608.0,1235328.0
5621.0,180736.0
5624.0,1061632.0
5632.0,606464.0
5652.0,422016.0
5681.0,454528.0
5684.0,408704.0
5692.0,518528.0
5709.0,368704.0
5719.0,1106688.0
5728.0,1115520.0
5730.0,420736.0
5735.0,416000.0
5737.0,1037568.0
5740.0,623616.0
5753.0,1864704.0
5758.0,426304.0
5760.0,416000.0
5814.0,240512.0
5843.0,403968.0
5850.0,584960.0
5856.0,999040.0
5860.0,517376.0
5864.0,557248.0
5865.0,1043584.0
5879.0,352896.0
5886.0,350848.0
5896.0,179328.0
5898.0,388096.0
5916.0,1106688.0
5921.0,1133696.0
5925.0,1106688.0
5930.0,250496.0
5952.0,1046912.0
5970.0,176000.0
6016.0,1115520.0
6019.0,1043584.0
6021.0,450432.0
6022.0,463744.0
6030.0,384640.0
6034.0,1043584.0
6052.0,541824.0
6059.0,1043584.0
6065.0,167040.0
6095.0,1233024.0
6112.0,561792.0
6125.0,1329280.0
6146.0,483328.0
6153.0,1106688.0
6199.0,623616.0
6201.0,614656.0
6221.0,582272.0
6257.0,1765632.0
6259.0,944384.0
6278.0,432384.0
6279.0,606464.0
6289.0,416000.0
6292.0,303616.0
6297.0,442752.0
6316.0,393728.0
6370.0,1440000.0
6372.0,454528.0
6376.0,380800.0
6379.0,1790080.0
6385.0,420736.0
6396.0,370944.0
6399.0,1347584.0
6401.0,1106688.0
6403.0,481920.0
6424.0,651520.0
6430.0,1068032.0
6433.0,387328.0
6441.0,586112.0
6446.0,352896.0
6451.0,389504.0
6456.0,1106688.0
6458.0,191104.0
6459.0,386816.0
6469.0,372608.0
6476.0,388096.0
6479.0,623616.0
6480.0,581888.0
6481.0,494656.0
6482.0,195456.0
6490.0,432384.0
6495.0,1676544.0
6509.0,759680.0
6511.0,637312.0
6533.0,581888.0
6546.0,539648.0
6554.0,1106688.0
6564.0,1747584.0
6566.0,420736.0
6569.0,1106688.0
6570.0,172416.0
6577.0,1061632.0
6586.0,1489920.0
6593.0,588416.0
6594.0,1224192.0
6602.0,1747584.0
6604.0,1106688.0
6608.0,499328.0
6610.0,1136384.0
6617.0,352896.0
6619.0,1106688.0
6620.0,651520.0
6633.0,1036800.0
6642.0,1043584.0
6658.0,1061632.0
6677.0,588416.0
6687.0,143488.0
6700.0,504832.0
6701.0,1091712.0
6718.0,416000.0
6720.0,462080.0
6728.0,623616.0
6729.0,1210880.0
6731.0,651520.0
6742.0,1061632.0
6747.0,588416.0
6758.0,504064.0
6767.0,1106688.0
6777.0,463744.0
6779.0,463744.0
6792.0,1810688.0
6794.0,651520.0
6810.0,459648.0
6811.0,2150784.0
6817.0,584832.0
6823.0,520064.0
6845.0,1128832.0
6850.0,560128.0
6855.0,1061632.0
6893.0,826112.0
6897.0,1750912.0
6901.0,581888.0
6906.0,416512.0
6911.0,651520.0
6912.0,560128.0
6916.0,231808.0
6917.0,359552.0
6923.0,343168.0
6945.0,536576.0
6947.0,240512.0
6950.0,465920.0
6988.0,564608.0
6990.0,940928.0
7011.0,359552.0
7019.0,1128832.0
7021.0,392768.0
7023.0,177408.0
7043.0,493568.0
7058.0,1061632.0
7070.0,420736.0
7100.0,934272.0
7106.0,1106688.0
7112.0,651520.0
7116.0,459648.0
7135.0,349312.0
7176.0,651520.0
7203.0,347520.0
7207.0,165120.0
7217.0,1178752.0
7230.0,633984.0
7242.0,606464.0
7244.0,180736.0
7258.0,1106688.0
7266.0,673664.0
7267.0,326016.0
7275.0,240512.0
7278.0,691072.0
7322.0,651520.0
7343.0,537984.0
7363.0,504064.0
7367.0,369280.0
7379.0,1974528.0
7381.0,673664.0
7386.0,553984.0
7401.0,352896.0
7402.0,1073280.0
7409.0,432384.0
7428.0,349312.0
7444.0,2189952.0
7471.0,1377280.0
7472.0,522752.0
7484.0,1043584.0
7494.0,1810688.0
7497.0,369280.0
7500.0,369280.0
7531.0,240512.0
7538.0,595328.0
7541.0,438144.0
7543.0,387328.0
7562.0,267392.0
7568.0,188928.0
7577.0,673664.0
7584.0,176000.0
7592.0,362240.0
7594.0,1061632.0
7599.0,556544.0
7608.0,416000.0
7614.0,176000.0
7621.0,588416.0
7623.0,2085632.0
7626.0,620544.0
7629.0,478208.0
7641.0,-207488.0
7648.0,472960.0
7657.0,388800.0
7676.0,1252992.0
7687.0,606464.0
7688.0,606464.0
7700.0,607936.0
7708.0,2126720.0
7711.0,578688.0
7714.0,1178752.0
7735.0,212608.0
7742.0,1956992.0
7752.0,172416.0
7764.0,940928.0
7765.0,147072.0
7769.0,673664.0
7786.0,1129216.0
7791.0,588416.0
7804.0,1078784.0
7806.0,531840.0
7815.0,1279872.0
7817.0,317440.0
7827.0,1208448.0
7832.0,454528.0
7835.0,454784.0
7837.0,605696.0
7853.0,416000.0
7857.0,188928.0
7868.0,1078784.0
7874.0,1953920.0
7902.0,2012800.0
7911.0,1160704.0
7924.0,1744000.0
7926.0,645632.0
7931.0,851584.0
7942.0,454528.0
7949.0,418816.0
7957.0,586112.0
7970.0,1061632.0
7982.0,212608.0
7988.0,651520.0
7995.0,651520.0
8010.0,360704.0
8023.0,505600.0
8025.0,173824.0
8026.0,1552384.0
8035.0,1043584.0
8039.0,1061632.0
8049.0,368384.0
8058.0,651520.0
8070.0,1338496.0
8084.0,418688.0
8088.0,1836544.0
8089.0,1043584.0
8095.0,331584.0
8100.0,309120.0
8110.0,644736.0
8114.0,400640.0
8118.0,195456.0
8124.0,447616.0
8154.0,651520.0
8156.0,434240.0
8186.0,1144192.0
8193.0,1252992.0
8195.0,1091712.0
8199.0,673664.0
8233.0,557248.0
8239.0,588416.0
8250.0,585472.0
8262.0,1045376.0
8263.0,312512.0
8265.0,349312.0
8268.0,278272.0
8281.0,174464.0
8293.0,309632.0
8314.0,211072.0
8344.0,177408.0
8348.0,464256.0
8350.0,1210880.0
8357.0,1357184.0
8371.0,1017088.0
8373.0,764544.0
8381.0,397056.0
8398.0,1078784.0
8399.0,1589376.0
8400.0,1782784.0
8408.0,532480.0
8409.0,808832.0
8430.0,370944.0
8431.0,673664.0
8433.0,369280.0
8438.0,514944.0
8444.0,1163776.0
8456.0,239104.0
8458.0,333568.0
8460.0,651520.0
8466.0,651520.0
8472.0,1913600.0
8488.0,1106688.0
8501.0,518528.0
8504.0,1669760.0
8514.0,1810688.0
8525.0,388096.0
8535.0,1765632.0
8544.0,1131136.0
8554.0,569024.0
8560.0,871296.0
8565.0,588416.0
8599.0,704768.0
8621.0,776448.0
8630.0,400640.0
8647.0,157376.0
8654.0,651520.0
8723.0,436864.0
8725.0,584832.0
8728.0,466688.0
8734.0,1485952.0
8737.0,538432.0
8739.0,447616.0
8747.0,1043584.0
8750.0,380800.0
8751.0,340096.0
8759.0,707968.0
8762.0,1106688.0
8773.0,1106688.0
8776.0,623616.0
8797.0,240512.0
8809.0,388096.0
8820.0,344832.0
8824.0,418688.0
8834.0,1128832.0
8848.0,352896.0
8850.0,431872.0
8860.0,690688.0
8865.0,651520.0
8869.0,1036800.0
8883.0,1163392.0
8885.0,977920.0
8899.0,477184.0
8908.0,416000.0
8922.0,1078784.0
8924.0,606464.0
8926.0,1011584.0
8928.0,606464.0
8934.0,1106688.0
8941.0,518784.0
8964.0,1043584.0
8980.0,1071360.0
8987.0,472960.0
8993.0,403968.0
8999.0,233984.0
9009.0,606464.0
9019.0,1810688.0
9021.0,262656.0
9023.0,1062144.0
9024.0,210560.0
9027.0,362496.0
9045.0,268160.0
9053.0,338560.0
9060.0,606464.0
9063.0,564608.0
9069.0,2315392.0
9081.0,568384.0
9086.0,545216.0
9119.0,1252992.0
9123.0,1095552.0
9146.0,212608.0
9162.0,46976.0
9168.0,557440.0
9171.0,651520.0
9178.0,464256.0
9183.0,630336.0
9184.0,438144.0
9210.0,1078784.0
9219.0,370944.0
9238.0,604032.0
9257.0,1043584.0
9266.0,1061632.0
9268.0,415232.0
9269.0,1106688.0
9278.0,409280.0
9279.0,356224.0
9286.0,591744.0
9299.0,1782784.0
9302.0,606464.0
9304.0,295552.0
9306.0,1046912.0
9309.0,1353728.0
9310.0,699520.0
9320.0,671104.0
9350.0,588416.0
9387.0,240512.0
9394.0,966016.0
9404.0,176000.0
9412.0,1270528.0
9437.0,1106688.0
9471.0,477696.0
9473.0,343168.0
9480.0,345600.0
9495.0,592640.0
9497.0,240512.0
9498.0,1061632.0
9514.0,1046912.0
9516.0,673664.0
9518.0,576000.0
9533.0,416000.0
9550.0,390400.0
9551.0,913088.0
9563.0,1904768.0
9566.0,1376768.0
9574.0,1043584.0
9594.0,397056.0
9601.0,301056.0
9621.0,1252160.0
9633.0,365696.0
9635.0,578688.0
9655.0,1747584.0
9658.0,606464.0
9681.0,492928.0
9712.0,488576.0
9715.0,494912.0
9716.0,553984.0
9718.0,492800.0
9724.0,591744.0
9735.0,1033856.0
9746.0,996736.0
9749.0,913088.0
9750.0,494592.0
9751.0,584832.0
9759.0,591744.0
9768.0,1046912.0
9771.0,240512.0
9775.0,1113856.0
9783.0,427392.0
9786.0,697280.0
9807.0,240512.0
9820.0,1091712.0
9828.0,262656.0
9830.0,422144.0
9831.0,1812864.0
9833.0,262656.0
9838.0,387328.0
9842.0,477696.0
9843.0,438144.0
9879.0,432384.0
9902.0,352896.0
9905.0,1385856.0
9925.0,558464.0
9939.0,1106688.0
9952.0,1043584.0
9964.0,305664.0
9982.0,1061632.0
9997.0,588416.0
10003.0,1128832.0
10015.0,1210880.0
10018.0,584832.0
10020.0,591744.0
10023.0,404480.0
10048.0,343168.0
10050.0,173696.0
10054.0,366656.0
10086.0,1440896.0
10101.0,240512.0
10114.0,1128832.0
10124.0,404480.0
10127.0,240512.0
10128.0,481920.0
10142.0,432384.0
10149.0,516480.0
10150.0,1737856.0
10156.0,673664.0
10157.0,641408.0
10164.0,1061632.0
10166.0,352896.0
10169.0,1184256.0
10174.0,1106688.0
10210.0,174208.0
10211.0,1106688.0
10224.0,517376.0
10251.0,1106688.0
10274.0,908736.0
10280.0,170240.0
10291.0,555264.0
10295.0,791936.0
10313.0,1531520.0
10325.0,511744.0
10334.0,397056.0
10353.0,1078784.0
10360.0,1106688.0
10385.0,404480.0
10390.0,172416.0
10405.0,673664.0
10409.0,1106688.0
10417.0,651520.0
10440.0,1178240.0
10443.0,212608.0
10464.0,1626496.0
10481.0,400640.0
10488.0,240512.0
10489.0,1106688.0
10495.0,673664.0
10555.0,370944.0
10557.0,574016.0
10571.0,585216.0
10598.0,352896.0
10623.0,369920.0
10631.0,651520.0
10632.0,673664.0
10643.0,492672.0
10649.0,246592.0
10676.0,698624.0
10685.0,270464.0
10689.0,463744.0
10693.0,1739008.0
10700.0,327936.0
10714.0,1210880.0
10731.0,2691328.0
10737.0,1106688.0
10739.0,233920.0
10757.0,645248.0
10764.0,1147776.0
10774.0,1145472.0
10776.0,1078784.0
10782.0,623616.0
10784.0,1128832.0
10785.0,1106688.0
10794.0,560640.0
10818.0,404480.0
10831.0,584832.0
10842.0,340096.0
10849.0,1128832.0
10868.0,1078784.0
10870.0,417792.0
10874.0,645248.0
10892.0,1106688.0
10901.0,175104.0
10903.0,464256.0
10936.0,1914880.0
10943.0,673664.0
10948.0,623616.0
10952.0,262656.0
10954.0,370944.0
10958.0,651520.0
10961.0,459648.0
10963.0,424832.0
10964.0,1788288.0
10974.0,1128832.0
10983.0,1106688.0
10993.0,1128832.0
10999.0,1106688.0
11002.0,212608.0
11011.0,463744.0
11012.0,416000.0
11025.0,1078784.0
11031.0,1128832.0
11033.0,606464.0
11034.0,1106688.0
11036.0,584832.0
11037.0,509824.0
11047.0,623616.0
11058.0,195456.0
11064.0,1040000.0
11087.0,359552.0
11088.0,410624.0
11095.0,1128832.0
11109.0,436864.0
11112.0,651520.0
11119.0,353920.0
11125.0,651904.0
11138.0,485888.0
11142.0,522112.0
11150.0,1956992.0
11156.0,1252992.0
11173.0,240512.0
11176.0,233984.0
11197.0,545216.0
11199.0,644864.0
11204.0,416000.0
11212.0,404480.0
11218.0,1956992.0
11227.0,478208.0
11246.0,1061632.0
11256.0,177408.0
11273.0,1810688.0
11295.0,673664.0
11303.0,1046912.0
11304.0,364800.0
11339.0,716800.0
11344.0,651520.0
11368.0,463744.0
11383.0,1106688.0
11412.0,606464.0
11413.0,651520.0
11423.0,408192.0
11435.0,1078784.0
11451.0,454016.0
11482.0,557248.0
11492.0,1128832.0
11511.0,177408.0
11515.0,448768.0
11532.0,386816.0
11550.0,180736.0
11553.0,449536.0
11556.0,1078784.0
11592.0,633984.0
11598.0,584832.0
11621.0,651520.0
11625.0,1041280.0
11630.0,352896.0
11633.0,1147776.0
11637.0,748544.0
11641.0,432384.0
11656.0,651520.0
11659.0,586112.0
11664.0,588416.0
11684.0,1088960.0
11686.0,1025024.0
11697.0,564608.0
11698.0,1178752.0
11702.0,1106688.0
11703.0,474880.0
11707.0,1033856.0
11712.0,673664.0
11718.0,404480.0
11719.0,1810688.0
11734.0,432384.0
11738.0,1061632.0
11743.0,578560.0
11750.0,409088.0
11758.0,1210880.0
11773.0,345600.0
11808.0,1036800.0
11812.0,1043584.0
11828.0,502528.0
11838.0,651520.0
11840.0,371456.0
11855.0,418688.0
11885.0,240512.0
11890.0,175104.0
11901.0,644736.0
11911.0,416000.0
11912.0,349312.0
11916.0,416000.0
11920.0,1138304.0
11937.0,184448.0
11940.0,459648.0
11941.0,1040000.0
11943.0,408704.0
11948.0,1061632.0
11949.0,1131136.0
11989.0,352896.0
12002.0,1106688.0
12012.0,438144.0
12014.0,630336.0
12015.0,523008.0
12017.0,586112.0
12021.0,369280.0
12035.0,578688.0
12041.0,1061632.0
12046.0,1106688.0
12057.0,477696.0
12062.0,240512.0
12073.0,1128832.0
12074.0,575488.0
12079.0,1193216.0
12084.0,558016.0
12089.0,604032.0
12095.0,641536.0
12103.0,610176.0
12108.0,536832.0
12148.0,416000.0
12151.0,671104.0
12154.0,1106688.0
12155.0,1270528.0
12159.0,1375488.0
12171.0,651520.0
12183.0,240512.0
12198.0,1147776.0
12210.0,348928.0
12223.0,651520.0
12233.0,333824.0
12242.0,606464.0
12259.0,418816.0
12267.0,1128832.0
12274.0,460800.0
12289.0,1998976.0
12291.0,554880.0
12300.0,651520.0
12321.0,537984.0
12329.0,977664.0
12357.0,2225792.0
12360.0,409344.0
12372.0,403968.0
12391.0,1046912.0
12396.0,388096.0
12408.0,1750912.0
12421.0,763776.0
12430.0,1106688.0
12432.0,352896.0
12435.0,1485952.0
12439.0,1210880.0
12459.0,518784.0
12460.0,262656.0
12466.0,1078784.0
12473.0,1106688.0
12477.0,212608.0
12495.0,1041280.0
12498.0,106304.0
12512.0,776448.0
12516.0,173824.0
12530.0,640384.0
12531.0,578688.0
12532.0,1282240.0
12548.0,195456.0
12556.0,1810688.0
12571.0,240512.0
12580.0,1106688.0
12582.0,606464.0
12583.0,415232.0
12584.0,1106688.0
12592.0,651520.0
12597.0,651520.0
12601.0,1210880.0
12617.0,1238016.0
12621.0,762560.0
12640.0,268352.0
12644.0,791936.0
12654.0,588416.0
12659.0,970112.0
12696.0,696960.0
12709.0,1160832.0
12711.0,539648.0
12718.0,479872.0
12721.0,673664.0
12744.0,370944.0
12791.0,-66560.0
12797.0,438144.0
12805.0,400640.0
12837.0,177408.0
12850.0,513152.0
12851.0,660352.0
12853.0,233728.0
12881.0,388096.0
12892.0,581888.0
12901.0,350592.0
12912.0,643840.0
12940.0,233920.0
12943.0,1236608.0
12949.0,481920.0
12950.0,586112.0
12963.0,1106688.0
12964.0,438144.0
12966.0,1043584.0
12988.0,617088.0
12993.0,386432.0
12994.0,188928.0
12999.0,623616.0
13002.0,1914880.0
13004.0,1046912.0
13009.0,1106688.0
13048.0,1106688.0
13049.0,633792.0
13055.0,586112.0
13061.0,1106688.0
13062.0,651520.0
13073.0,588416.0
13083.0,240512.0
13085.0,243840.0
13107.0,1078784.0
13119.0,416000.0
13140.0,363648.0
13156.0,502016.0
13160.0,1106688.0
13163.0,425152.0
13165.0,173824.0
13169.0,585472.0
13172.0,719232.0
13174.0,432384.0
13188.0,1106688.0
13191.0,261248.0
13225.0,474880.0
13233.0,463744.0
13242.0,262656.0
13243.0,578688.0
13260.0,180736.0
13262.0,516480.0
13264.0,638144.0
13271.0,212608.0
13277.0,1106688.0
13287.0,366976.0
13290.0,606464.0
13300.0,623616.0
13301.0,1061632.0
13303.0,644864.0
13306.0,173824.0
13311.0,286976.0
13326.0,1956992.0
13339.0,1327168.0
13357.0,584832.0
13366.0,419200.0
13370.0,175104.0
13375.0,241152.0
13378.0,195456.0
13387.0,537984.0
13390.0,588416.0
13397.0,606464.0
13406.0,1175168.0
13411.0,785280.0
13413.0,651520.0
13417.0,214016.0
13430.0,173824.0
13436.0,275840.0
13445.0,544832.0
13455.0,606464.0
13458.0,195456.0
13465.0,1106688.0
13487.0,369280.0
13512.0,1106688.0
13516.0,606336.0
13524.0,177408.0
13527.0,398336.0
13547.0,1106688.0
13559.0,432384.0
13572.0,776448.0
13600.0,388096.0
13612.0,438144.0
13621.0,808832.0
13635.0,673664.0
13640.0,2046592.0
13647.0,1126400.0
13655.0,175104.0
13668.0,416000.0
13675.0,1046912.0
13676.0,635200.0
13695.0,481920.0
13762.0,588416.0
13764.0,1401600.0
13766.0,620544.0
13768.0,357504.0
13769.0,397568.0
13773.0,673664.0
13776.0,651520.0
13786.0,240512.0
13808.0,388096.0
